Injection,Layer,TensorIndex,Bit
8127,conv2d_17,"(1, 0, 26, 31)",6
8128,conv2d_17,"(0, 1, 56, 33)",28
8129,conv2d_17,"(0, 2, 50, 24)",13
8130,conv2d_17,"(2, 2, 26, 52)",15
8131,conv2d_17,"(1, 0, 40, 9)",20
8132,conv2d_17,"(2, 1, 39, 38)",30
8133,conv2d_17,"(2, 0, 14, 40)",13
8134,conv2d_17,"(2, 2, 24, 47)",3
8135,conv2d_17,"(2, 1, 0, 61)",16
8136,conv2d_17,"(2, 2, 20, 30)",0
8137,conv2d_17,"(0, 2, 61, 57)",9
8138,conv2d_17,"(2, 0, 53, 31)",10
8139,conv2d_17,"(2, 1, 35, 35)",31
8140,conv2d_17,"(0, 0, 63, 21)",22
8141,conv2d_17,"(0, 0, 51, 10)",25
8142,conv2d_17,"(0, 0, 51, 62)",12
8143,conv2d_17,"(1, 2, 28, 47)",3
8144,conv2d_17,"(2, 0, 14, 35)",20
8145,conv2d_17,"(2, 1, 34, 27)",20
8146,conv2d_17,"(0, 1, 9, 33)",7
8147,conv2d_17,"(1, 2, 52, 16)",27
8148,conv2d_17,"(1, 1, 20, 45)",2
8149,conv2d_17,"(1, 1, 23, 61)",17
8150,conv2d_17,"(1, 1, 41, 51)",10
8151,conv2d_17,"(0, 1, 14, 2)",21
8152,conv2d_17,"(2, 2, 43, 25)",15
8153,conv2d_17,"(0, 0, 51, 39)",16
8154,conv2d_17,"(2, 1, 49, 7)",9
8155,conv2d_17,"(1, 2, 61, 15)",24
8156,conv2d_17,"(1, 0, 36, 12)",13
8157,conv2d_17,"(1, 2, 45, 14)",7
8158,conv2d_17,"(0, 2, 38, 59)",27
8159,conv2d_17,"(1, 0, 3, 38)",0
8160,conv2d_17,"(1, 0, 58, 54)",22
8161,conv2d_17,"(1, 1, 38, 9)",24
8162,conv2d_17,"(2, 2, 14, 48)",14
8163,conv2d_17,"(2, 2, 31, 54)",2
8164,conv2d_17,"(1, 0, 28, 18)",23
8165,conv2d_17,"(1, 0, 60, 27)",3
8166,conv2d_17,"(2, 2, 20, 3)",12
8167,conv2d_17,"(1, 2, 42, 19)",6
8168,conv2d_17,"(1, 1, 59, 42)",7
8169,conv2d_17,"(2, 2, 44, 63)",28
8170,conv2d_17,"(1, 2, 51, 52)",24
8171,conv2d_17,"(2, 2, 61, 25)",10
8172,conv2d_17,"(1, 1, 51, 53)",20
8173,conv2d_17,"(1, 1, 3, 1)",5
8174,conv2d_17,"(2, 2, 8, 9)",2
8175,conv2d_17,"(0, 0, 12, 56)",14
8176,conv2d_17,"(0, 2, 58, 5)",26
8177,conv2d_17,"(1, 2, 21, 7)",23
8178,conv2d_17,"(0, 2, 3, 12)",23
8179,conv2d_17,"(0, 2, 60, 22)",20
8180,conv2d_17,"(0, 1, 10, 0)",8
8181,conv2d_17,"(1, 1, 3, 8)",22
8182,conv2d_17,"(2, 2, 42, 43)",7
8183,conv2d_17,"(1, 0, 43, 57)",20
8184,conv2d_17,"(0, 2, 8, 2)",29
8185,conv2d_17,"(1, 0, 59, 38)",22
8186,conv2d_17,"(1, 2, 4, 42)",13
8187,conv2d_17,"(2, 0, 52, 13)",7
8188,conv2d_17,"(2, 2, 31, 62)",7
8189,conv2d_17,"(1, 1, 53, 22)",22
8190,conv2d_17,"(1, 1, 31, 18)",18
8191,conv2d_17,"(1, 0, 48, 28)",2
8192,conv2d_17,"(0, 2, 24, 63)",11
8193,conv2d_17,"(2, 0, 38, 60)",3
8194,conv2d_17,"(0, 0, 46, 21)",7
8195,conv2d_17,"(0, 2, 58, 38)",27
8196,conv2d_17,"(2, 2, 23, 24)",24
8197,conv2d_17,"(1, 0, 50, 4)",28
8198,conv2d_17,"(2, 2, 44, 35)",8
8199,conv2d_17,"(2, 1, 11, 11)",31
8200,conv2d_17,"(1, 0, 15, 39)",17
8201,conv2d_17,"(1, 0, 19, 11)",26
8202,conv2d_17,"(1, 0, 50, 32)",24
8203,conv2d_17,"(2, 1, 28, 47)",6
8204,conv2d_17,"(0, 0, 46, 47)",1
8205,conv2d_17,"(2, 0, 9, 13)",31
8206,conv2d_17,"(1, 2, 5, 25)",31
8207,conv2d_17,"(1, 0, 27, 36)",24
8208,conv2d_17,"(0, 2, 8, 4)",14
8209,conv2d_17,"(1, 2, 39, 42)",18
8210,conv2d_17,"(1, 2, 48, 61)",18
8211,conv2d_17,"(0, 2, 59, 16)",8
8212,conv2d_17,"(2, 0, 35, 15)",20
8213,conv2d_17,"(2, 0, 21, 55)",21
8214,conv2d_17,"(2, 0, 24, 63)",30
8215,conv2d_17,"(1, 1, 20, 29)",21
8216,conv2d_17,"(2, 1, 27, 16)",11
8217,conv2d_17,"(1, 1, 6, 50)",25
8218,conv2d_17,"(0, 2, 34, 42)",18
8219,conv2d_17,"(0, 0, 62, 0)",8
8220,conv2d_17,"(2, 0, 25, 37)",28
8221,conv2d_17,"(0, 1, 51, 32)",16
8222,conv2d_17,"(0, 1, 37, 13)",29
8223,conv2d_17,"(1, 0, 48, 59)",7
8224,conv2d_17,"(2, 2, 13, 62)",27
8225,conv2d_17,"(2, 2, 38, 5)",25
8226,conv2d_17,"(1, 1, 45, 3)",26
8227,conv2d_17,"(0, 1, 37, 30)",21
8228,conv2d_17,"(2, 2, 16, 29)",10
8229,conv2d_17,"(0, 1, 60, 37)",30
8230,conv2d_17,"(0, 2, 31, 2)",27
8231,conv2d_17,"(1, 2, 58, 31)",6
8232,conv2d_17,"(1, 1, 63, 38)",2
8233,conv2d_17,"(0, 0, 55, 51)",20
8234,conv2d_17,"(0, 1, 27, 36)",23
8235,conv2d_17,"(2, 1, 49, 52)",17
8236,conv2d_17,"(0, 1, 3, 35)",7
8237,conv2d_17,"(2, 1, 29, 23)",15
8238,conv2d_17,"(0, 1, 56, 46)",29
8239,conv2d_17,"(0, 1, 52, 61)",8
8240,conv2d_17,"(1, 0, 44, 20)",12
8241,conv2d_17,"(1, 0, 25, 0)",14
8242,conv2d_17,"(1, 2, 16, 63)",10
8243,conv2d_17,"(1, 1, 5, 13)",7
8244,conv2d_17,"(2, 1, 32, 39)",22
8245,conv2d_17,"(0, 0, 29, 48)",30
8246,conv2d_17,"(2, 0, 26, 0)",8
8247,conv2d_17,"(2, 1, 55, 26)",6
8248,conv2d_17,"(2, 2, 51, 53)",31
8249,conv2d_17,"(1, 1, 36, 11)",11
8250,conv2d_17,"(0, 2, 58, 46)",14
8251,conv2d_17,"(2, 1, 14, 23)",31
8252,conv2d_17,"(1, 2, 36, 37)",11
8253,conv2d_17,"(2, 1, 45, 42)",2
8254,conv2d_17,"(1, 1, 60, 27)",2
8255,conv2d_17,"(2, 1, 24, 63)",19
8256,conv2d_17,"(2, 2, 21, 4)",9
8257,conv2d_17,"(1, 2, 53, 38)",2
8258,conv2d_17,"(1, 2, 7, 19)",25
8259,conv2d_17,"(2, 2, 47, 22)",27
8260,conv2d_17,"(1, 2, 23, 16)",21
8261,conv2d_17,"(0, 1, 1, 22)",13
8262,conv2d_17,"(1, 1, 61, 37)",2
8263,conv2d_17,"(2, 2, 27, 50)",8
8264,conv2d_17,"(2, 1, 4, 56)",2
8265,conv2d_17,"(0, 1, 35, 31)",27
8266,conv2d_17,"(0, 0, 26, 27)",5
8267,conv2d_17,"(1, 2, 51, 3)",4
8268,conv2d_17,"(0, 1, 54, 25)",25
8269,conv2d_17,"(1, 0, 28, 30)",12
8270,conv2d_17,"(0, 1, 13, 17)",15
8271,conv2d_17,"(2, 1, 25, 54)",10
8272,conv2d_17,"(2, 0, 42, 62)",23
8273,conv2d_17,"(2, 1, 25, 47)",13
8274,conv2d_17,"(2, 1, 36, 40)",3
8275,conv2d_17,"(1, 2, 61, 33)",9
8276,conv2d_17,"(0, 0, 39, 33)",12
8277,conv2d_17,"(1, 0, 56, 48)",27
8278,conv2d_17,"(2, 0, 38, 38)",0
8279,conv2d_17,"(0, 1, 32, 4)",29
8280,conv2d_17,"(1, 1, 33, 40)",5
8281,conv2d_17,"(1, 1, 63, 9)",5
8282,conv2d_17,"(2, 1, 13, 1)",20
8283,conv2d_17,"(0, 2, 8, 7)",26
8284,conv2d_17,"(2, 1, 36, 26)",3
8285,conv2d_17,"(1, 0, 34, 35)",29
8286,conv2d_17,"(1, 2, 24, 36)",19
8287,conv2d_17,"(0, 2, 31, 8)",24
8288,conv2d_17,"(1, 2, 9, 5)",0
8289,conv2d_17,"(2, 1, 62, 30)",19
8290,conv2d_17,"(1, 0, 23, 43)",22
8291,conv2d_17,"(0, 2, 21, 48)",6
8292,conv2d_17,"(2, 0, 2, 44)",7
8293,conv2d_17,"(1, 1, 48, 8)",6
8294,conv2d_17,"(2, 0, 8, 28)",11
8295,conv2d_17,"(2, 1, 60, 20)",3
8296,conv2d_17,"(0, 2, 29, 34)",0
8297,conv2d_17,"(0, 0, 45, 58)",20
8298,conv2d_17,"(2, 2, 42, 22)",27
8299,conv2d_17,"(0, 1, 47, 33)",14
8300,conv2d_17,"(2, 1, 57, 55)",25
8301,conv2d_17,"(2, 2, 63, 17)",27
8302,conv2d_17,"(2, 0, 25, 59)",12
8303,conv2d_17,"(0, 1, 10, 16)",0
8304,conv2d_17,"(1, 1, 22, 47)",3
8305,conv2d_17,"(1, 0, 38, 50)",16
8306,conv2d_17,"(1, 2, 55, 29)",22
8307,conv2d_17,"(0, 1, 13, 40)",10
8308,conv2d_17,"(0, 2, 20, 12)",10
8309,conv2d_17,"(1, 2, 62, 54)",12
8310,conv2d_17,"(0, 0, 17, 28)",19
8311,conv2d_17,"(0, 0, 16, 62)",11
8312,conv2d_17,"(1, 0, 41, 48)",10
8313,conv2d_17,"(0, 1, 10, 53)",9
8314,conv2d_17,"(0, 1, 61, 58)",16
8315,conv2d_17,"(1, 1, 31, 17)",13
8316,conv2d_17,"(0, 2, 56, 42)",26
8317,conv2d_17,"(0, 0, 2, 58)",21
8318,conv2d_17,"(0, 2, 60, 0)",2
8319,conv2d_17,"(2, 2, 57, 20)",16
8320,conv2d_17,"(2, 2, 32, 54)",26
8321,conv2d_17,"(0, 1, 60, 50)",24
8322,conv2d_17,"(2, 1, 38, 34)",0
8323,conv2d_17,"(0, 0, 36, 32)",10
8324,conv2d_17,"(1, 0, 4, 29)",14
8325,conv2d_17,"(2, 0, 1, 63)",17
8326,conv2d_17,"(0, 1, 41, 59)",20
8327,conv2d_17,"(1, 0, 3, 2)",6
8328,conv2d_17,"(2, 2, 37, 58)",0
8329,conv2d_17,"(0, 0, 50, 22)",12
8330,conv2d_17,"(1, 0, 24, 31)",30
8331,conv2d_17,"(0, 0, 34, 31)",28
8332,conv2d_17,"(1, 0, 2, 5)",2
8333,conv2d_17,"(0, 1, 47, 34)",11
8334,conv2d_17,"(0, 0, 0, 6)",2
8335,conv2d_17,"(1, 1, 57, 46)",4
8336,conv2d_17,"(2, 0, 8, 39)",25
8337,conv2d_17,"(2, 1, 35, 16)",27
8338,conv2d_17,"(0, 1, 38, 16)",24
8339,conv2d_17,"(0, 0, 49, 9)",21
8340,conv2d_17,"(2, 0, 57, 50)",3
8341,conv2d_17,"(2, 2, 59, 2)",9
8342,conv2d_17,"(2, 2, 26, 46)",3
8343,conv2d_17,"(0, 1, 57, 56)",17
8344,conv2d_17,"(1, 0, 30, 35)",18
8345,conv2d_17,"(1, 1, 15, 6)",29
8346,conv2d_17,"(2, 1, 46, 59)",27
8347,conv2d_17,"(1, 2, 20, 17)",16
8348,conv2d_17,"(2, 1, 57, 11)",5
8349,conv2d_17,"(2, 2, 31, 20)",3
8350,conv2d_17,"(2, 1, 54, 29)",7
8351,conv2d_17,"(1, 0, 62, 54)",26
8352,conv2d_17,"(1, 0, 15, 10)",12
8353,conv2d_17,"(0, 1, 40, 42)",24
8354,conv2d_17,"(2, 2, 10, 29)",8
8355,conv2d_17,"(2, 1, 40, 57)",28
8356,conv2d_17,"(1, 2, 39, 14)",1
8357,conv2d_17,"(2, 2, 17, 36)",4
8358,conv2d_17,"(1, 0, 62, 22)",27
8359,conv2d_17,"(0, 0, 17, 59)",5
8360,conv2d_17,"(1, 0, 39, 20)",10
8361,conv2d_17,"(0, 2, 43, 26)",21
8362,conv2d_17,"(1, 1, 3, 31)",6
8363,conv2d_17,"(0, 1, 42, 49)",8
8364,conv2d_17,"(0, 0, 19, 9)",30
8365,conv2d_17,"(1, 2, 14, 61)",18
8366,conv2d_17,"(0, 2, 20, 9)",12
8367,conv2d_17,"(0, 1, 5, 53)",26
8368,conv2d_17,"(1, 1, 16, 19)",5
8369,conv2d_17,"(1, 2, 6, 5)",28
8370,conv2d_17,"(1, 0, 4, 44)",14
8371,conv2d_17,"(0, 2, 45, 58)",28
8372,conv2d_17,"(1, 2, 5, 47)",17
8373,conv2d_17,"(1, 2, 13, 18)",18
8374,conv2d_17,"(2, 0, 42, 15)",28
8375,conv2d_17,"(0, 1, 53, 57)",21
8376,conv2d_17,"(2, 2, 20, 22)",21
8377,conv2d_17,"(1, 1, 57, 19)",24
8378,conv2d_17,"(1, 1, 4, 50)",29
8379,conv2d_17,"(1, 1, 1, 55)",16
8380,conv2d_17,"(1, 0, 37, 17)",25
8381,conv2d_17,"(2, 1, 38, 51)",25
8382,conv2d_17,"(0, 0, 23, 27)",9
8383,conv2d_17,"(1, 2, 51, 59)",30
8384,conv2d_17,"(0, 0, 61, 5)",13
8385,conv2d_17,"(2, 1, 38, 54)",0
8386,conv2d_17,"(1, 2, 58, 14)",24
8387,conv2d_17,"(1, 0, 49, 45)",27
8388,conv2d_17,"(2, 2, 13, 44)",2
8389,conv2d_17,"(2, 1, 23, 54)",19
8390,conv2d_17,"(1, 1, 16, 59)",19
8391,conv2d_17,"(1, 0, 25, 31)",25
8392,conv2d_17,"(0, 1, 49, 18)",11
8393,conv2d_17,"(1, 1, 23, 41)",30
8394,conv2d_17,"(0, 2, 34, 17)",2
8395,conv2d_17,"(1, 1, 35, 13)",22
8396,conv2d_17,"(2, 2, 16, 4)",16
8397,conv2d_17,"(1, 2, 13, 42)",3
8398,conv2d_17,"(1, 0, 61, 7)",3
8399,conv2d_17,"(2, 0, 28, 31)",25
8400,conv2d_17,"(0, 2, 6, 19)",17
8401,conv2d_17,"(2, 0, 63, 4)",1
8402,conv2d_17,"(1, 2, 41, 16)",5
8403,conv2d_17,"(1, 2, 21, 57)",8
8404,conv2d_17,"(0, 2, 29, 22)",16
8405,conv2d_17,"(2, 2, 4, 35)",22
8406,conv2d_17,"(0, 2, 11, 49)",17
8407,conv2d_17,"(1, 2, 27, 9)",13
8408,conv2d_17,"(1, 2, 34, 25)",15
8409,conv2d_17,"(2, 1, 43, 11)",26
8410,conv2d_17,"(0, 2, 36, 44)",8
8411,conv2d_17,"(1, 1, 14, 47)",18
8412,conv2d_17,"(2, 1, 35, 20)",18
8413,conv2d_17,"(1, 0, 50, 26)",11
8414,conv2d_17,"(1, 0, 21, 61)",12
8415,conv2d_17,"(1, 0, 46, 30)",0
8416,conv2d_17,"(2, 2, 11, 9)",1
8417,conv2d_17,"(2, 0, 10, 22)",2
8418,conv2d_17,"(2, 1, 42, 60)",19
8419,conv2d_17,"(1, 1, 47, 12)",24
8420,conv2d_17,"(2, 0, 32, 58)",21
8421,conv2d_17,"(0, 1, 7, 60)",29
8422,conv2d_17,"(0, 2, 52, 23)",14
8423,conv2d_17,"(1, 0, 38, 47)",28
8424,conv2d_17,"(2, 2, 50, 25)",23
8425,conv2d_17,"(2, 0, 37, 60)",22
8426,conv2d_17,"(2, 2, 26, 48)",31
8427,conv2d_17,"(0, 0, 44, 48)",12
8428,conv2d_17,"(2, 0, 42, 46)",17
8429,conv2d_17,"(1, 0, 5, 39)",31
8430,conv2d_17,"(1, 0, 15, 3)",3
8431,conv2d_17,"(0, 2, 10, 5)",17
8432,conv2d_17,"(0, 1, 54, 19)",9
8433,conv2d_17,"(0, 1, 14, 22)",17
8434,conv2d_17,"(2, 0, 40, 1)",5
8435,conv2d_17,"(2, 0, 23, 53)",3
8436,conv2d_17,"(2, 0, 18, 15)",21
8437,conv2d_17,"(1, 0, 42, 17)",12
8438,conv2d_17,"(1, 0, 27, 11)",31
8439,conv2d_17,"(1, 1, 47, 7)",1
8440,conv2d_17,"(0, 1, 51, 30)",16
8441,conv2d_17,"(1, 2, 2, 24)",31
8442,conv2d_17,"(1, 0, 15, 42)",3
8443,conv2d_17,"(2, 0, 52, 40)",4
8444,conv2d_17,"(1, 2, 2, 36)",17
8445,conv2d_17,"(0, 0, 22, 14)",23
8446,conv2d_17,"(1, 1, 27, 31)",17
8447,conv2d_17,"(0, 2, 36, 60)",4
8448,conv2d_17,"(2, 1, 27, 55)",27
8449,conv2d_17,"(2, 1, 16, 11)",31
8450,conv2d_17,"(2, 1, 45, 52)",28
8451,conv2d_17,"(1, 2, 28, 6)",28
8452,conv2d_17,"(1, 1, 12, 13)",12
8453,conv2d_17,"(2, 1, 53, 16)",22
8454,conv2d_17,"(0, 2, 21, 60)",22
8455,conv2d_17,"(0, 1, 38, 61)",29
8456,conv2d_17,"(1, 0, 20, 49)",18
8457,conv2d_17,"(0, 1, 60, 9)",24
8458,conv2d_17,"(0, 0, 38, 27)",2
8459,conv2d_17,"(1, 2, 28, 60)",15
8460,conv2d_17,"(0, 1, 59, 55)",12
8461,conv2d_17,"(0, 0, 32, 51)",5
8462,conv2d_17,"(0, 0, 53, 24)",6
8463,conv2d_17,"(2, 1, 59, 21)",11
8464,conv2d_17,"(0, 0, 57, 5)",30
8465,conv2d_17,"(1, 2, 54, 5)",10
8466,conv2d_17,"(0, 0, 36, 62)",8
8467,conv2d_17,"(0, 0, 37, 51)",8
8468,conv2d_17,"(1, 0, 54, 31)",0
8469,conv2d_17,"(0, 0, 5, 41)",22
8470,conv2d_17,"(2, 2, 58, 51)",18
8471,conv2d_17,"(1, 1, 27, 44)",3
8472,conv2d_17,"(0, 2, 28, 27)",24
8473,conv2d_17,"(0, 2, 50, 19)",27
8474,conv2d_17,"(0, 0, 60, 54)",23
8475,conv2d_17,"(0, 2, 0, 3)",5
8476,conv2d_17,"(0, 0, 30, 13)",15
8477,conv2d_17,"(0, 1, 57, 28)",13
8478,conv2d_17,"(0, 2, 60, 23)",16
8479,conv2d_17,"(0, 0, 35, 21)",6
8480,conv2d_17,"(2, 0, 12, 21)",15
8481,conv2d_17,"(1, 1, 5, 61)",2
8482,conv2d_17,"(0, 1, 49, 48)",18
8483,conv2d_17,"(2, 2, 47, 53)",29
8484,conv2d_17,"(1, 0, 18, 0)",11
8485,conv2d_17,"(1, 0, 12, 38)",20
8486,conv2d_17,"(1, 1, 22, 9)",27
8487,conv2d_17,"(0, 2, 38, 22)",22
8488,conv2d_17,"(2, 2, 57, 11)",14
8489,conv2d_17,"(1, 2, 41, 43)",19
8490,conv2d_17,"(0, 1, 36, 6)",30
8491,conv2d_17,"(1, 0, 15, 46)",24
8492,conv2d_17,"(1, 1, 8, 44)",26
8493,conv2d_17,"(2, 0, 60, 37)",0
8494,conv2d_17,"(1, 2, 45, 62)",4
8495,conv2d_17,"(1, 1, 10, 55)",20
8496,conv2d_17,"(2, 2, 37, 27)",28
8497,conv2d_17,"(2, 1, 12, 36)",10
8498,conv2d_17,"(0, 1, 10, 60)",3
8499,conv2d_17,"(0, 0, 27, 20)",2
8500,conv2d_17,"(1, 2, 47, 6)",7
8501,conv2d_17,"(2, 1, 13, 59)",29
8502,conv2d_17,"(2, 1, 33, 29)",13
8503,conv2d_17,"(0, 2, 46, 21)",16
8504,conv2d_17,"(1, 0, 42, 8)",28
8505,conv2d_17,"(0, 0, 16, 9)",21
8506,conv2d_17,"(0, 0, 41, 15)",26
8507,conv2d_17,"(0, 2, 43, 62)",21
8508,conv2d_17,"(0, 0, 15, 20)",18
8509,conv2d_17,"(1, 0, 24, 9)",2
8510,conv2d_17,"(0, 1, 53, 33)",29
8511,conv2d_17,"(1, 0, 11, 31)",12
8512,conv2d_17,"(1, 2, 3, 57)",23
8513,conv2d_17,"(2, 1, 7, 27)",9
8514,conv2d_17,"(2, 1, 15, 55)",11
8515,conv2d_17,"(0, 0, 19, 57)",22
8516,conv2d_17,"(1, 0, 50, 30)",18
8517,conv2d_17,"(1, 2, 61, 31)",26
8518,conv2d_17,"(1, 1, 21, 23)",8
8519,conv2d_17,"(2, 2, 25, 3)",30
8520,conv2d_17,"(1, 1, 34, 3)",26
8521,conv2d_17,"(0, 0, 63, 3)",9
8522,conv2d_17,"(0, 1, 30, 44)",3
8523,conv2d_17,"(1, 2, 59, 11)",7
8524,conv2d_17,"(1, 2, 42, 27)",5
8525,conv2d_17,"(0, 2, 29, 23)",6
8526,conv2d_17,"(0, 0, 7, 14)",18
8527,conv2d_17,"(1, 2, 12, 54)",16
8528,conv2d_17,"(0, 2, 6, 46)",27
8529,conv2d_17,"(2, 2, 36, 38)",20
8530,conv2d_17,"(0, 2, 4, 26)",29
8531,conv2d_17,"(1, 0, 38, 7)",29
8532,conv2d_17,"(1, 2, 38, 48)",11
8533,conv2d_17,"(2, 1, 39, 6)",18
8534,conv2d_17,"(1, 0, 32, 15)",6
8535,conv2d_17,"(0, 2, 21, 56)",30
8536,conv2d_17,"(1, 0, 18, 11)",21
8537,conv2d_17,"(0, 1, 14, 38)",5
8538,conv2d_17,"(2, 2, 14, 22)",10
8539,conv2d_17,"(2, 0, 62, 43)",3
8540,conv2d_17,"(1, 0, 7, 45)",6
8541,conv2d_17,"(0, 1, 60, 58)",18
8542,conv2d_17,"(1, 2, 47, 12)",1
8543,conv2d_17,"(2, 1, 1, 54)",17
8544,conv2d_17,"(0, 0, 39, 44)",9
8545,conv2d_17,"(2, 0, 29, 47)",18
8546,conv2d_17,"(0, 2, 61, 30)",26
8547,conv2d_17,"(0, 2, 20, 40)",28
8548,conv2d_17,"(1, 1, 42, 52)",18
8549,conv2d_17,"(2, 1, 29, 56)",15
8550,conv2d_17,"(1, 2, 43, 53)",5
8551,conv2d_17,"(1, 2, 61, 9)",25
8552,conv2d_17,"(1, 0, 50, 21)",15
8553,conv2d_17,"(1, 0, 54, 4)",9
8554,conv2d_17,"(0, 2, 1, 14)",21
8555,conv2d_17,"(0, 2, 24, 18)",26
8556,conv2d_17,"(0, 1, 27, 42)",24
8557,conv2d_17,"(0, 0, 14, 35)",11
8558,conv2d_17,"(2, 2, 59, 46)",15
8559,conv2d_17,"(1, 2, 8, 16)",15
8560,conv2d_17,"(2, 0, 9, 32)",15
8561,conv2d_17,"(1, 1, 7, 55)",1
8562,conv2d_17,"(2, 2, 0, 56)",7
8563,conv2d_17,"(2, 1, 29, 2)",10
8564,conv2d_17,"(1, 2, 2, 47)",8
8565,conv2d_17,"(0, 0, 7, 53)",18
8566,conv2d_17,"(0, 0, 38, 34)",7
8567,conv2d_17,"(0, 1, 60, 11)",26
8568,conv2d_17,"(2, 1, 9, 21)",10
8569,conv2d_17,"(1, 1, 18, 12)",10
8570,conv2d_17,"(1, 2, 25, 19)",21
8571,conv2d_17,"(1, 1, 21, 60)",13
8572,conv2d_17,"(1, 0, 56, 5)",26
8573,conv2d_17,"(1, 2, 7, 15)",1
8574,conv2d_17,"(0, 0, 15, 61)",9
8575,conv2d_17,"(0, 2, 55, 2)",23
8576,conv2d_17,"(2, 2, 29, 40)",22
8577,conv2d_17,"(2, 2, 20, 27)",22
8578,conv2d_17,"(1, 2, 38, 52)",1
8579,conv2d_17,"(1, 1, 55, 61)",19
8580,conv2d_17,"(0, 0, 7, 41)",24
8581,conv2d_17,"(2, 0, 61, 43)",1
8582,conv2d_17,"(0, 0, 40, 41)",7
8583,conv2d_17,"(2, 0, 11, 10)",17
8584,conv2d_17,"(1, 2, 39, 33)",22
8585,conv2d_17,"(1, 1, 49, 43)",24
8586,conv2d_17,"(2, 0, 56, 43)",20
8587,conv2d_17,"(1, 1, 29, 38)",21
8588,conv2d_17,"(0, 2, 63, 33)",6
8589,conv2d_17,"(1, 0, 55, 12)",0
8590,conv2d_17,"(2, 0, 16, 31)",11
8591,conv2d_17,"(0, 1, 49, 2)",30
8592,conv2d_17,"(0, 1, 21, 4)",7
8593,conv2d_17,"(0, 0, 17, 30)",16
8594,conv2d_17,"(0, 0, 4, 19)",29
8595,conv2d_17,"(2, 0, 15, 33)",22
8596,conv2d_17,"(2, 1, 23, 16)",17
8597,conv2d_17,"(2, 1, 33, 39)",0
8598,conv2d_17,"(0, 0, 59, 31)",11
8599,conv2d_17,"(0, 2, 17, 53)",25
8600,conv2d_17,"(2, 2, 28, 40)",31
8601,conv2d_17,"(1, 0, 46, 8)",0
8602,conv2d_17,"(0, 0, 59, 3)",29
8603,conv2d_17,"(0, 1, 58, 34)",18
8604,conv2d_17,"(2, 0, 11, 36)",7
8605,conv2d_17,"(2, 2, 10, 50)",3
8606,conv2d_17,"(2, 0, 53, 15)",21
8607,conv2d_17,"(1, 0, 56, 13)",1
8608,conv2d_18,"(0, 0, 56, 44)",31
8609,conv2d_18,"(0, 1, 49, 26)",10
8610,conv2d_18,"(0, 2, 13, 13)",3
8611,conv2d_18,"(1, 2, 22, 3)",19
8612,conv2d_18,"(0, 1, 31, 61)",16
8613,conv2d_18,"(0, 1, 34, 44)",26
8614,conv2d_18,"(1, 1, 28, 14)",6
8615,conv2d_18,"(0, 1, 15, 12)",23
8616,conv2d_18,"(1, 1, 22, 63)",13
8617,conv2d_18,"(0, 1, 31, 55)",8
8618,conv2d_18,"(2, 1, 37, 19)",5
8619,conv2d_18,"(2, 1, 58, 50)",5
8620,conv2d_18,"(2, 0, 58, 34)",10
8621,conv2d_18,"(2, 0, 40, 22)",19
8622,conv2d_18,"(0, 2, 10, 5)",28
8623,conv2d_18,"(2, 0, 29, 24)",30
8624,conv2d_18,"(2, 0, 23, 57)",13
8625,conv2d_18,"(1, 2, 40, 33)",19
8626,conv2d_18,"(1, 2, 60, 63)",21
8627,conv2d_18,"(0, 0, 62, 8)",25
8628,conv2d_18,"(1, 2, 63, 26)",16
8629,conv2d_18,"(1, 2, 1, 18)",21
8630,conv2d_18,"(2, 2, 34, 34)",11
8631,conv2d_18,"(2, 2, 26, 14)",6
8632,conv2d_18,"(0, 2, 11, 63)",21
8633,conv2d_18,"(2, 0, 48, 0)",4
8634,conv2d_18,"(2, 2, 4, 19)",5
8635,conv2d_18,"(2, 2, 8, 28)",29
8636,conv2d_18,"(0, 0, 35, 16)",31
8637,conv2d_18,"(1, 0, 52, 54)",17
8638,conv2d_18,"(2, 0, 35, 14)",14
8639,conv2d_18,"(0, 0, 45, 10)",11
8640,conv2d_18,"(1, 1, 52, 23)",19
8641,conv2d_18,"(0, 0, 41, 3)",17
8642,conv2d_18,"(1, 0, 60, 24)",25
8643,conv2d_18,"(1, 0, 21, 45)",5
8644,conv2d_18,"(0, 2, 25, 43)",4
8645,conv2d_18,"(1, 1, 28, 17)",17
8646,conv2d_18,"(1, 1, 61, 60)",2
8647,conv2d_18,"(0, 0, 21, 6)",15
8648,conv2d_18,"(2, 2, 22, 63)",14
8649,conv2d_18,"(0, 1, 13, 47)",2
8650,conv2d_18,"(1, 1, 16, 38)",17
8651,conv2d_18,"(2, 1, 3, 17)",6
8652,conv2d_18,"(2, 1, 7, 12)",4
8653,conv2d_18,"(2, 1, 16, 45)",16
8654,conv2d_18,"(2, 0, 41, 5)",7
8655,conv2d_18,"(1, 0, 61, 22)",16
8656,conv2d_18,"(0, 0, 41, 54)",21
8657,conv2d_18,"(1, 1, 36, 37)",31
8658,conv2d_18,"(1, 1, 17, 3)",24
8659,conv2d_18,"(1, 1, 14, 48)",31
8660,conv2d_18,"(2, 2, 2, 5)",31
8661,conv2d_18,"(0, 0, 27, 16)",13
8662,conv2d_18,"(0, 1, 44, 26)",16
8663,conv2d_18,"(0, 0, 43, 12)",17
